ser	ser/organismo
efeitos	consequência/conseqüência/resultado/fim/efeito
dramaturgia	comunicado/comunicação/uma_comunicação
discoteca	salão_de_baile
discordo	confronto/recontro/conflito
design	desenho/croqui/esboço
degrau	suporte/encosto/apoio/escada/escadaria
decoração	artefato
cria	besta/criatura/ser/bicho/animal
creme	lacticínio/produto_lácteo/laticínio/artigos_de_toalete
costumes	hábito/costume/tradições/costumes/tradição
cosmo	objeto_natural/objeto_natural
contágio	incidente/evento
conjuração	conspiração/complô
colcha	roupa_de_cama
cobertor	cobertura/capa/roupa_de_cama
clareira	terreno/campo
cisma	divisão
cepa	táxon/taxón/taxon/taxon
caroço	epicarpo
carola	adoração
cardápio	dieta/alimento
caracter	grafema/letra
capacete	chapéu
calcanhar	esqueleto
cabana	asilo/refúgio/edifício_residencial/habitação/casa/vivenda
brochura	livro
brilho	luz/inteligência
bosque	relevo_(geografia)/chão/terra_firme/terra/relevo/solo/bioma/bioma/biomas
boné	chapéu
bombardeiro	aeroplano/avião
batida	som/ruído
batata	cipó/parreira/videira
barriga	víscera/anatomia/parte_do_corpo
barrete	chapéu
bancarrota	insolvência/procedimento_legal/procedimento_legal
avc	ataque
automobilista	condutor/motorista/conductor/chofer
auto-estima	auto-estima/orgulho
argila	solo/terra
apostila	livro
amontoado	massa
ama	servidor/empregado/doméstico
altitude	altura/altitude
aglomerado	aglomeração
acento	importância
úlcera	lesão
óculos	instrumento_ótico/instrumento_óptico
ângulos	espaço
véu	artigo_de_vestuário/roupa/vestuário
vitrine	recipiente/contentor/contêiner
veneno	substância
têmpora	traço
tábua	madeira
treino	atividade/ocupação
treinador	chefe/líder
torneio	certame/partida/concurso/competição/torneio/jogo
tonalidade	notacao_musical/notação_musical/notação_musical
toada	música
terapeuta	especialista
telhado	proteção/capa
tampa	tampa/tampa
sódio	metais/metais/metal
suíte	apartamento
sinopse	resumo/sumário
senhorio	grande_fazendeiro/proprietário_de_terras
salada	prato
sacolão	mercado/feira
rotação	mudança
resort	hotel
resignação	desespero
remorso	tristeza/pesar
remendo	pano
reclame	anúncio/propaganda/publicidade/promoção
raiva	cólera/raiva/ira/zanga/emoção/comoção/abalo/sentimento
querido	amante/amado
queimadura	machucado/traumatismo/dano/mal/lesão
prato	nutriente/alimentação/alimento/comida/nutrição/louças/faiença/recipiente/contentor/contêiner
porvir	tempo
plantel	edifício/prédio
pipa	brinquedo
perfumaria	artigos_de_toalete
peneira	passador/coador
película	espectáculo/show/bens/produção/produto
pausa	suspensão/pausa/interrupção/intervalo_de_tempo/tempo/intervalo/ociosidade
pastagem	prados_naturais/pradaria/prado
paroxismo	ataque
parafuso	parafuso/tarraxa
padrões	padrões/critério
ovo	alimento/produtos_alimentares
ovelha	bovídeos
outono	estação_do_ano/estação/tempo/sazão/período
onça	grande_felino/gato
nicho	concavidade
nervo	fascículo/fascículo
nenê	criança/menino/filho
narração	mensagem/assunto/tópico/conteúdo
médium	médium/sensitivo
muralha	divisória/paredes/parede
motivador	motivo_racional
monge	religioso
moinhos	maquinário/máquina/maquinaria
missiva	texto/documentos/documento
mercantilismo	transação
mercadologia	comércio/mercantilismo/comercialismo
mento	traço
menoridade	número
melodia	música/texto
maquinário	maquinaria/máquina
manteiga	lacticínio/produto_lácteo/laticínio/comida
mangue	zona_úmida
letreiro	estrutura/tecido/edifício
lauda	folhas/folha
joia	joalheria/jóia/joalharia
itinerários	fronteira
intuição	crença/impressão/ideia/opinião/idéia/intuição
insolência	desrespeito
influenza	doenças_respiratórias/doenças_respiratórias
indicações	lei/regra/regulamento/norma
gritaria	propriedades_acústicas
goleiro	jogador_de_futebol/jogador/futebolista
gesso	atadura/ligadura/penso/esparadrapo
genitor	genitor
gelo	cristal
fúria	cólera/raiva/ira/zanga
féretro	caixa
fricção	confronto/recontro/conflito
fragmento	pedaço/tomo/secção/parte/porção
formulário	documento/documentação
filtro	equipamento/ferramenta/aparato/aparelho/mecanismo/dispositivo/instrumento
filhote	besta/criatura/ser/bicho/animal
fervor	paixão/ardor
façanha	acção/ação/atividade/ato
fardamento	vestimenta/roupa/vestido/traje/vestuário
familiaridade	informação/conhecimento
familia	grupos_sociais
excerto	passagem
estúpido	matarruano/simplório/idiota/estúpido/simplória
estufa	edifício/prédio
esqueleto	sistema
espião	espião/espião
escárnio	aversão
escuridão	escuridão/trevas/iluminação
escape	escape/escapatória/fuga
enxofre	elemento_químico/elemento_químico
enfermeiros	médico
empório	mercado/feira
ementa	informação
embarcações	navio
duto	cilindro
divindade	ser_sobrenatural/espirito
divertimento	recreaçao/diversão/recreaçao/diversão
ditado	idioma
director	gerente/administrador
diagrama	ilustração/figura/desenho/imagem
desfeita	comportamento/conduta
cômoda	mobiliário/alfaia/movéis/móvel/mobília
cólon	intestino_grosso
curandeiro	especialista
cume	região/área
crânio	osso/osso
criada	servidor/empregado/doméstico
cozinheira	trabalhador_especializado
cosmético	cosmético
cortesia	polidez/civilidade
cordilheira	formação/formação_geológica/formação/formação_geológica
copyright	documento/documentação
consorte	parente/cara-metade
conserva	conservas
cimeira	reunião/reunião
chá	bebida
chicote	aparelho/ferramenta/instrumento
cheiro	atmosfera/ar/ambiência/propriedade/atributo
chauvinista	fanático
chacota	observação/comentário
casaco	artigo_de_vestuário/roupa/vestuário
cartão-postal	cartão
cano	cilindro
camarote	compartimento
camarilha	ordem/grupo/círculo
caldeiras	pote
cafés	restaurante
buzina	sistema_de_alarme/alarme
bule	pote
brinde	aquisição
botequim	taverna/boteco/taberna
bondade	moralidade/moral/virtude
boda	cerimónia/cerimônia/festa/cerimónia/cerimônia/festa
betão	piso/material_de_construção/materiais_de_construção
bengala	bastão/bengala
bebê	criança/menino/filho
barril	vaso/vasilha/vasilhame/vaso/vasilha/vasilhame
barranco	encosta/ladeira/subida/costa/declives/declive/elevação
bagunça	desordem/bagunça/estado/estado/situação/condição
azul-marinho	azul
auto-estrada	auto-estrada/autoestradas/estrada/rodovia
audácia	agressividade
astúcia	astucidade/astúcia/sagacidade
ardor	impressão/emoção/sentimento
anca	perna/membro/anatomia/parte_do_corpo
ambiência	estado/estado/situação/condição
algema	limitação/restrição
alameda	estrada/caminho/via/avenida/rua
aglomeração	grupo/agrupação/conjunto
agasalho	artigo_de_vestuário/roupa/vestuário
afeição	compaixão/simpatia/piedade/camaradagem/afeto/afeição/amor/apego/carinho/afecção/afetividade/objeto/objecto/objetivo
aconselhamento	mensagem/assunto/tópico/conteúdo
abelha	himenópteros
abdome	anatomia/parte_do_corpo
êxtase	espírito/estado_emocional/humor
álibi	defesa/justificação
águia	símbolo/emblema/ave_de_rapina/aves_de_rapina/ave_de_rapina/aves_de_rapina
vovô	avó/avós/avô
vovó	avó/avós/avô
vivenda	aposento/habitação/moradia/residência/casa/lar/morada/domicílio/edifício/prédio
viuvez	mulher
vitrina	recipiente/contentor/contêiner
viga	peça/pedaço
video	gravação/gravação
veado	ruminantes/ruminante
varanda	estrutura/tecido/edifício/estrutura/tecido/edifício
urso	carnívoro
urina	excreção/fezes/excremento/merda
urbe	municipalidade/município
ulceração	lesão
turba	reunião
tumores	tumores/enfermidade/doença
tumba	região/área
travesseiro	almofada
traseiro	anatomia/parte_do_corpo
trança	corte_de_cabelo/penteado
tormento	angústia/dor/dor
tocha	luz/luz
toa	linha/fio/corda
tevê	radiorreceptor/recetor/radioreceptor/receptor
teta	glândula_mamária/glândula_mamária
terno	artigo_de_vestuário/roupa/vestuário
tenda	asilo/refúgio
telejornais	programa/emissão
taxi	auto/veículo/carro/automóvel/viatura
tapete	móvel/mobília/mobiliário/tapete
sósia	indivíduo/pessoa/alguém/ser_humano/alma
sílaba	unidade_da_linguagem/unidade_linguística
superpoder	nação/república/país
sulco	impressão
sobrecarta	recipiente/contentor/contêiner
sinistro	procura/demanda/procura/demanda
sina	estado
significância	mensagem/assunto/tópico/conteúdo
seta	projétil/projéctil/míssil
serpente	diapsida
sepultura	região/área/funeral/enterro/funeral
semblante	qualidade
selos	selo/símbolo
secreção	fluidos_corporais
sebes	barreira/paliçada/cerca/estacada
saia	artigo_de_vestuário/roupa/vestuário
roubalheira	furto/roubo
rojão	veículo/viatura
reverso	oposição
reservas	afirmação/declaração
redundância	pletora/superabundância/excesso
reclamo	anúncio/propaganda/publicidade/promoção
rancho	chácara/granja/quinta/sítio/fazenda
radiações	emissão/emissões
rabo	anatomia/parte_do_corpo
quitanda	mercado/feira
pérola	esfera
pântano	zona_úmida
pulo	aumento/crescimento
pugna	luta/conflito
provérbio	idioma
proteínas	macromolécula/macromolécula/macromolécula/macromolécula
proteína	macromolécula/macromolécula
projétil	arma/armamento/projétil/projéctil/míssil
projecto	pensamento/idéia/conceito/opinião
progenitor	genitor
prateleira	suporte/encosto/apoio/estrutura/infra
prados	terreno/campo
pousada	hotel
porrada	golpe
poltrona	assento/cadeira
pilhagem	saque/pilhagem
pilha	acúmulo/aglomeração/colecção/coleção
ph.d.	erudito/especialista/acadêmico/estudioso
peçonha	substância
penso	atadura/curativo
penhasco	formação/formação_geológica
penca	recipiente/pacote/embalagem
passatempo	recreaçao/diversão/recreaçao/diversão
parecerista	crítico
papá	genitor/mãe/pai/progenitor/pai/papá/painho/papai
ovinos	bovídeos
ornamento	ornato/ornamento/decoração/adorno/artefato
olaria	cerâmica
odontólogo	médico
náusea	sintoma
neve	precipitação/precipitação_atmosférica
nevada	precipitação/precipitação_atmosférica
nervos	fascículo
nebulosa	acúmulo/aglomeração/colecção/coleção
nata	lacticínio/produto_lácteo/laticínio
mostruário	recipiente/contentor/contêiner
monumentos	estrutura/tecido/edifício
mercador	negociante/comerciante/mercador/empresário
maçã	pomo/fruta
matador	indivíduo/pessoa/alguém/ser_humano/alma
masmorra	quarto/aposento/sala
marcador	número
maiúscula	grafema/letra
léxico	vocabulário
lodaçal	zona_úmida
loba	cão/canídeo
limão	citrino
legume	hortifruti/hortifruto
lanígero	pano/tecido/fazenda/têxteis/tecido_têxtil
labareda	combustão
jerimum	legume/hortaliça/vegetal/verdura
jeans	calça
intercorrência	decisão/tomada_de_decisão
inspector	investigador
indigência	miséria/pobreza/pobreza/empobrecimento
impostor	trapaceiro
imbecil	matarruano/simplório/idiota/estúpido/simplória
idiota	matarruano/simplório/idiota/estúpido/simplória
hospedaria	hotel
hortaliça	hortifruti/hortifruto
heroína	opioides/droga_forte
gruta	formação/formação_geológica
grillo	ortópteros
gradação	posição/hierarquia/classe/posto
geléia	conservas
garoa	chuva
gangorra	instrumentos_de_medida/instrumentos_de_medição/metro/instrumento_de_medida
galáxia	acúmulo/aglomeração/colecção/coleção
galho	caule/tronco/caule/tronco
gafe	bobagem/gafe/fiasco
fura-greve	trabalhador/trabalhador
frontispício	frente
fronte	fenômeno_atmosférico
fretamento	documento/documentação
frasco	vaso/vasilha/vasilhame
forragem	forragem/forragem_animal/forragens
folhagem	órgão_vegetal/órgão
foca	pinípedes/pinnipedia
fim-de-semana	tempo/etapa/período
filipeta	reclame/publicidade/reclamo/propaganda/anúncio
figo	fruta
feitiço	idioma
feiticeiro	ocultista
fava	legume/vegetal
farinhas	alimento/produtos_alimentares
fada	ser_sobrenatural/espirito
experto	especialista
expert	especialista
estirpe	táxon/taxón/taxon/taxon
estande	banca/estande/bancas
estandarte	estandarte/pendão/bandeira/bandeira/pavilhão/emblema/naipe
estacada	barreira/obstáculo
esquife	caixa
escudeiro	folhas/folha
escrava	indivíduo/pessoa/alguém/ser_humano/alma
escoadouro	condutas/ducto/canal/duto/tubulação
envolvente	região_geográfica/região/área_geográfica
encantamento	idioma
embrulho	acúmulo/aglomeração/colecção/coleção
eletron	léptons/lépton
eleitores	grupo/comunidade
elegância	elegância
elefanta	proboscídeos
dádiva	aquisição
disparate	mensagem/assunto/tópico/conteúdo
deusa	ser_sobrenatural/espirito
detrito	resíduo/resíduo_sólido/lixo
defunto	morto/cadáver/defunto/corpo/restos_mortais/objeto_natural/objeto_natural
cúmulo	acúmulo/aglomeração/colecção/coleção
curto-circuito	tangência
crónica	registro
critica	ato/ação/feito/acção
crista	formação/formação_geológica
cozinheiro	trabalhador_especializado
coxa	perna/membro
costela	osso
corujão	ave_de_rapina/aves_de_rapina
contacto	comunicado/comunicação/uma_comunicação
constituintes	grupo/comunidade
consternação	consternação/temor/medo/terror/emoção/comoção/abalo/sentimento
conscrição	mobilização
conductor	manipulador/operador
concertos	atuação
compartimento	quarto/aposento/sala
cobaia	indivíduo/pessoa/alguém/ser_humano/alma
circunstâncias	estado
cinzas	residuo
cine	meios_de_comunicação/mídia/teatro/casa
cicatriz	defeito
chuvisco	chuva
chofer	manipulador/operador/condutor/motorista/conductor/chofer
chocolate	comida
charco	massa_de_água/água/corpo_de_água
chamariz	tentação
chalé	edifício_residencial/habitação/casa/vivenda
ceia	repasto/refeição
cebola	bolbo/cebola/caule/tronco
caveira	osso
catarata	massa_de_água/água/corpo_de_água
cataclismo	azar/má_sorte/infortúnio
casco	chapéu
cascata	massa_de_água/água/corpo_de_água
cascalho	pedra/rocha
caracol	gastrópodes
caprichoso	anseio/apetite/pretensão/desejo
cantador	músico/instrumentista/instrumentalista/tocador
camundongo	roedor
calada	propriedades_acústicas
cachorro-quente	salsicha/lingüiça/enchidos
cachorra	cão/canídeo
cabra	bovídeos
brisa	vento
boutique	shopping/centros_comerciais/shopping_center
bote	embarcações/embarcação/barco/navio/navios
borrasca	fenômeno_atmosférico
borboleta	lepidópteros
bombas	aparelho_mecânico
bife	corte_de_carne/corte/vianda/carne
besteira	mensagem/assunto/tópico/conteúdo
besta	ser/organismo
banquinho	assento/cadeira
banheiro	quarto/aposento/sala
baldeação	transporte/transferência
avaria	desastre/alteração/mudança/variação/modificação
autoestrada	auto-estrada/autoestradas/estrada/rodovia
atratividade	qualidade
assombração	psiquê/alma
asserção	atos_da_fala/acto_de_fala/asserção/declaração/asserção/afirmação/declaração
ascenção	mudança
arrematação	venda
arquitecto	criativo/creador/criador
armário	mobiliário/alfaia/movéis/móvel/mobília
arlequim	bobo/bufão/palhaço
apólogo	estória/conto/história
apoteose	exemplo/modelo
apara	fragmento
antecâmara	quarto/aposento/sala
amplidão	grandeza/número/magnitude
amargura	mágoa/pesar/tristeza/desgosto/dor
alpercata	sapato/calçado
afiliação	ligação/relação
adorno	artefato
acelerador	pedal
abóbora	legume/hortaliça/vegetal/verdura
abortamento	terminação/termino/conclusão
